"Sample ID","Sample top depth (m)","Sample bottom depth (m)","Sample Top Date (BP 1950)","Sample Bottom Date (BP 1950)","Mid Depth Date","Cl (µEq/L)","NO3 (µEq/L)","SO4 (µEq/L)","Na (µEq/L)","Mg (µEq/L)","nssSO4 (µEq/L)"
"DSS 787-11",750.728,750.753,1759.457,1759.564,1759.511,4.767,0.261,0.267,4.762,0.64,-0.147
"DSS 787-12",750.753,750.778,1759.564,1759.671,1759.618,3.93,0.308,0.255,3.122,0.665,-0.017
"DSS 787-13",750.853,750.878,1759.991,1760.085,1760.038,3.713,0.396,0.998,3.09,0.49,0.729
"DSS 787-14",750.878,750.903,1760.085,1760.178,1760.132,2.792,0.356,0.598,2.355,0.482,0.393
"DSS 787-15",750.903,750.928,1760.178,1760.27,1760.224,4.17,0.294,0.395,3.419,0.548,0.097
"DSS 787-16",750.928,750.953,1760.27,1760.363,1760.317,3.796,0.192,0.252,4.145,0.684,-0.109
"DSS 787-17",750.953,750.978,1760.363,1760.455,1760.409,3.453,0.251,0.192,2.651,0.438,-0.039
"DSS 787-18",750.978,751.003,1760.455,1760.548,1760.502,3.173,0.262,0.489,2.703,0.565,0.253
"DSS 787-19",751.003,751.028,1760.548,1760.641,1760.595,8.184,0.21,1.326,7.763,1.155,0.65
"DSS 787-20",751.028,751.053,1760.641,1760.733,1760.687,2.335,0.11,0.296,1.895,0.309,0.131
"DSS 787-21",751.053,751.078,1760.733,1760.826,1760.78,3.793,0.181,0.526,3.221,0.449,0.246
"DSS 787-22",751.078,751.103,1760.826,1760.918,1760.872,1.605,0.396,0.764,1.202,0.281,0.659
"DSS 787-23",751.103,751.128,1760.918,1761.013,1760.966,2.429,0.338,0.894,1.888,0.232,0.729
"DSS 787-24",751.128,751.153,1761.013,1761.118,1761.066,2.203,0.291,0.541,1.756,0.384,0.388
"DSS 787-25",751.153,751.178,1761.118,1761.224,1761.171,5.017,0.38,0.647,4.721,0.539,0.235
"DSS 787-26",751.178,751.203,1761.224,1761.329,1761.277,3.878,0.385,0.442,3.197,0.556,0.163
"DSS 787-27",751.203,751.228,1761.329,1761.434,1761.382,3.325,0.356,0.234,2.62,0.656,0.006
"DSS 787-28",751.228,751.253,1761.434,1761.54,1761.487,5.356,0.427,0.32,4.742,0.633,-0.093
"DSS 787-29",751.253,751.278,1761.54,1761.645,1761.593,3.772,0.277,0.235,2.974,0.512,-0.024
"DSS 787-30",751.278,751.303,1761.645,1761.751,1761.698,7.563,0.363,0.621,4.295,0.617,0.247
"DSS 787-31",751.303,751.328,1761.751,1761.857,1761.804,1.718,0.151,0.475,2.468,0.702,0.26
"DSS 787-32",751.328,751.353,1761.857,1761.962,1761.91,1.638,0.502,0.721,1.22,0.2,0.614
"DSS 787-33",751.353,751.378,1761.962,1762.072,1762.017,3.567,0.779,1.359,2.772,0.452,1.117
"DSS 787-34",751.378,751.403,1762.072,1762.185,1762.129,2.779,0.486,0.839,2.327,0.364,0.637
"DSS 787-35",751.403,751.428,1762.185,1762.299,1762.242,3.955,0.314,0.56,3.304,0.503,0.272
"DSS 787-36",751.428,751.453,1762.299,1762.412,1762.356,5.508,0.275,0.495,4.609,0.866,0.094
"DSS 787-37",751.453,751.478,1762.412,1762.525,1762.469,3.964,0.123,0.296,3.471,0.556,-0.006
"DSS 787-38",751.478,751.503,1762.525,1762.638,1762.582,8.978,0.231,0.572,7.677,1.129,-0.097
